ICAO,TIPO,NOME,MUNICIPIO,UF,LATD,LONGT,DIST,APROXIMCAO,SUPERFICIE,COMPRIMENTO,LARGURA,ORIENTACAO
SSZH,Privado,Fazenda Corrientes,Tacuru,MS,-23.645555555555553,-54.71416666666667,12.192660515553232,VFR Diurna,Grama,1100,23,50.0
SIDW,Privado,Fazenda Cortezia,Lucas do Rio Verde,MT,-13.003333333333334,-56.08777777777778,7.317778536963891,VFR Diurna,Asfalto,900,18,10.0
SWTL,Privado,Fazenda Corumbiara,Parecis,RO,-12.514444444444445,-61.303888888888885,12.543290432599536,VFR Diurna,Cascalho,1000,18,100.0
SJEF,Privado,Fazenda Costa Rica,Aquidauana,MS,-19.746944444444445,-56.04222222222222,9.920003799686894,VFR Diurna,Grama,570,30,140.0
SIRM,Privado,Fazenda Couto Magalhães,Água Boa,MT,-13.990277777777777,-52.926944444444445,4.273270081724065,VFR Diurna,Cascalho,1900,30,70.0
SSCX,Privado,Fazenda Coxilha,Coxilha,RS,-28.116666666666667,-52.31666666666667,15.52715220365781,VFR Diurna,Terra,1000,30,170.0
SJEQ,Privado,Fazenda Cristal,Corumbá,MS,-17.863055555555558,-55.70777777777778,8.472429983791361,VFR Diurna,Grama,700,18,180.0
SSKD,Privado,Fazenda Cristal 2,Nova Crixás,GO,-14.34138888888889,-50.45277777777778,2.151990985254653,VFR Diurna,Asfalto,1026,23,110.0
SSKC,Privado,Fazenda Cristiani,Barra do Bugres,MT,-14.986388888888888,-57.30333333333333,8.761479247003832,VFR Diurna,Cascalho,900,18,50.0
SSKI,Privado,Fazenda Cristo Rei,Parecis,RO,-12.0875,-61.276944444444446,12.540188020377514,VFR Diurna,Cascalho,700,18,100.0
SIYH,Privado,Fazenda Cruzeiro,Rio Verde de Mato Grosso,MS,-18.981944444444444,-55.291666666666664,8.84962120361831,VFR Diurna,Grama,600,20,170.0
SIYD,Privado,Fazenda Curitiba,Comodoro,MT,-13.546666666666667,-60.41833333333333,11.66115405476185,VFR Diurna,Cascalho,980,18,180.0
SWCU,Privado,Fazenda Curuá,Altamira,PA,-8.004166666666666,-54.93555555555555,7.935516744553334,VFR Diurna,Cascalho,1000,18,140.0
SJFX,Privado,Fazenda Cypi,Corumbá,MS,-19.334999999999997,-56.90416666666667,10.310038426752397,VFR Diurna,Grama,550,20,170.0
SJDY,Privado,Fazenda da Barra,Camapuã,MS,-18.663055555555555,-54.06861111111112,7.755351567279126,VFR Diurna,Grama,799,60,110.0
SSDX,Privado,Fazenda da Coxilha,Camaquã,RS,-31.0,-51.70055555555556,18.236999639858457,VFR Diurna,Terra,600,18,170.0
SDMF,Privado,Fazenda Damaro,Miranda,MS,-19.9775,-56.43861111111111,10.36788805029533,VFR Diurna,Cascalho,500,23,10.0
SIXD,Privado,Fazenda da Paz,Santana do Livramento,RS,-30.844444444444445,-55.56805555555556,19.09549048511936,VFR Diurna,Grama,770,23,110.0
SWPS,Privado,Fazenda Das Perobas,Prudente de Morais,MG,-19.502222222222223,-44.157777777777774,7.971918693408824,VFR Diurna,Grama,500,18,20.0
SDRA,Privado,Fazenda das Represas,São Miguel Arcanjo,SP,-23.877222222222223,-48.05083333333333,10.900970780900636,VFR Diurna,Terra,748,18,160.0
SJAI,Privado,Fazenda Davilândia,Montividiu do Norte,GO,-13.185,-48.75277777777778,0.1857999056465633,VFR Diurna,Terra,800,20,150.0
SWZD,Privado,Fazenda Denusa Destilaria Nova União,Jandaia,GO,-17.25583333333333,-50.14222222222222,4.471589335825863,VFR Diurna,Terra,900,25,20.0
SDIZ,Privado,Fazenda Diamante,Baixa Grande do Ribeiro,PI,-9.05888888888889,-45.50416666666667,5.118400546189656,VFR Diurna,Piçarra,1400,23,110.0
SSTV,Privado,Fazenda Diamantino,Sinop,MT,-12.119722222222222,-55.401944444444446,6.690110318989284,VFR Diurna,Terra,800,18,160.0
SDMP,Privado,Fazenda DIMEP,Itatinga,SP,-23.13861111111111,-48.49527777777778,10.142332451745427,VFR Diurna,Grama,1000,18,180.0
SJSO,Privado,Fazenda Divisão II,Lucas do Rio Verde,MT,-12.970277777777778,-56.32055555555556,7.550614055030536,VFR Diurna,Cascalho,1100,18,180.0
SWZT,Privado,Fazenda do Brejo ,Paraopeba,MG,-19.255,-44.47361111111111,7.588411064548883,VFR Diurna,Asfalto,1240,23,30.0
SSYF,Privado,Fazenda do Café,Monte Alegre de Minas,MG,-18.872777777777777,-48.72166666666667,5.8729766676083095,VFR Diurna,Terra,1200,24,40.0
SDRX,Privado,Fazenda do Cedro,Chapada,RS,-28.10888888888889,-53.196666666666665,15.744011599162645,VFR Diurna,Grama,600,18,40.0
SWDC,Privado,Fazenda do Coronel,Coração de Maria,BA,-12.271111111111113,-38.751666666666665,10.044813676227326,VFR Diurna,Piçarra,700,18,40.0
SIMQ,Privado,Fazenda Dois de Maio,Corumbá,MS,-18.20888888888889,-55.753055555555555,8.7118074099905,VFR Diurna,Grama,900,30,180.0
SDDE,Privado,Fazenda Dois Irmãos,Manicoré,AM,-8.009722222222223,-61.77611111111111,13.930606538623888,VFR Diurna,Cascalho,1000,18,10.0
SNDI,Privado,Fazenda Dois Irmãos,Naviraí,MS,-22.792222222222225,-54.17944444444444,11.187032906312272,VFR Diurna,Asfalto,1500,23,120.0
SSVK,Privado,Fazenda Dom Arlindo,Naviraí,MS,-22.794444444444448,-54.15694444444444,11.178117570630553,VFR Diurna,Grama,1000,25,30.0
SIID,Privado,Fazenda Dona Chica,Osório,RS,-30.033611111111114,-50.37222222222222,17.10879959359951,VFR Diurna,Saibro,800,18,20.0
SSWZ,Privado,Fazenda Dona Neném,Presidente Olegário,MG,-18.509444444444444,-46.27388888888889,6.048516244950666,VFR Diurna,Terra,830,20,20.0
SDSK,Privado,Fazenda Dona Rosa S. Rezek,Jateí,MS,-22.71472222222222,-54.04472222222222,11.05434405003495,VFR Diurna,Terra,800,30,20.0
SWFD,Privado,Fazenda Don Felipe,Ponta Porã,MS,-22.559166666666666,-55.37583333333333,11.619582668447642,VFR Diurna,Grama,1000,20,130.0
SNXG,Privado,Fazenda dos Castanhais,Sapucaia,PA,-6.7747222222222225,-49.36138888888889,6.253305064395551,VFR Diurna,Asfalto,1400,23,140.0
SIFS,Privado,Fazenda dos Sonhos,Anastácio,MS,-20.75888888888889,-56.0325,10.62752384331004,VFR Diurna,Grama,850,25,180.0
SSDU,Privado,Fazenda Duas Lagoas,Cáceres,MT,-16.163055555555555,-58.18388888888889,9.93107368112212,VFR Diurna,Terra,1000,20,40.0
SWJX,Privado,Fazenda Eldorado,Gaúcha do Norte,MT,-13.603333333333333,-53.54416666666666,4.812138658873219,VFR Diurna,Cascalho,1200,20,10.0
SWED,Privado,Fazenda Eldorado,Arapoema,TO,-7.758611111111111,-49.12777777777778,5.2535856729322985,VFR Diurna,Cascalho,1200,30,100.0
SSFI,Privado,Fazenda Eldorado da Formosa,Corumbá,MS,-17.90722222222222,-56.56333333333333,9.209607721435043,VFR Diurna,Grama,800,18,60.0
SIEM,Privado,Fazenda Encantado,Sapezal,MT,-13.316666666666666,-58.79833333333333,10.03333181063111,VFR Diurna,Cascalho,1000,18,180.0
SDEO,Privado,Fazenda Entre Rios,Ibitinga,SP,-21.878611111111113,-48.659444444444446,8.879299397655757,VFR Diurna,Asfalto,1500,25,170.0
SDER,Privado,Fazenda Entre Rios,Sud Mennucci,SP,-20.765555555555554,-50.855000000000004,8.040589411630204,VFR Diurna,Terra,500,23,150.0
SWER,Privado,Fazenda Entre Rios,Porto Murtinho,MS,-21.365000000000002,-57.10916666666667,11.811643649147413,VFR Diurna,Terra,1200,40,110.0
SNGM,Privado,Fazenda Epemaju,São Félix do Xingu,PA,-5.56,-50.96527777777778,7.75711573470481,VFR Diurna,Piçarra,600,18,90.0
SSED,Privado,Fazenda Escalada,Pedro Gomes,MS,-17.956666666666667,-54.41916666666666,7.515426033979853,VFR Diurna,Cascalho,790,20,60.0
SDYN,Privado,Fazenda Esmeralda,Taciba,SP,-22.58888888888889,-51.29888888888889,9.916756986828025,VFR Diurna,Grama,800,20,90.0
SIED,Privado,Fazenda Espadim,Paranhos,MS,-23.79416666666667,-55.33583333333333,12.63424716351904,VFR Diurna,Grama,799,18,50.0
SNGH,Privado,Fazenda Esparrame,Camapuã,MS,-18.803611111111113,-53.71055555555556,7.6217446248574365,VFR Diurna,Cascalho,1100,18,20.0
SINH,Privado,Fazenda Esperança,Novo Horizonte do Sul,MS,-22.6425,-53.56194444444444,10.767568797488218,VFR Diurna,Grama,945,18,40.0
SIHP,Privado,Fazenda Esperança,Itapeva,SP,-23.8675,-48.80583333333333,10.867559076341742,VFR Diurna,Terra,700,20,140.0
SDQZ,Privado,Fazenda Espinhaço II,Barra do Garças,MT,-15.397222222222222,-52.07472222222223,4.082629465034201,VFR Diurna,Cascalho,1200,20,110.0
SNWX,Privado,Fazenda Espírito Santo,Campo Grande,MS,-20.848055555555554,-54.093333333333334,9.48313522949368,VFR Diurna,Grama,600,18,20.0
SIEK,Privado,Fazenda Espírito Santo,Cachoeira do Arari,PA,-0.9877777777777778,-48.88916666666667,12.01281330124188,VFR Diurna,Piçarra,800,18,70.0
SWMI,Privado,Fazenda Esplanada,Brasilândia,MS,-20.868333333333332,-52.86555555555556,8.870414012496058,VFR Diurna,Grama,1128,26,40.0
SIQD,Privado,Fazenda Estância Regina,Terenos,MS,-20.640833333333333,-54.79055555555556,9.727765582357986,VFR Diurna,Grama,800,30,40.0
SIFE,Privado,Fazenda Estiva,Maracaju,MS,-21.725277777777777,-55.094166666666666,10.776156844031197,VFR Diurna,Grama,900,18,170.0
SWEZ,Privado,Fazenda Estivado,Diamantino,MT,-14.423055555555555,-56.07194444444445,7.439319846864404,VFR Diurna,Terra,985,25,60.0
SSPP,Privado,FAZENDA ESTREITO E PONTE DE PEDRAS,Montividiu,GO,-17.266666666666666,-51.218333333333334,4.919225605271173,VFR Diurna,Cascalho,920,20,80.0
SIYW,Privado,Fazenda Estrela,Lábrea,AM,-9.5375,-65.73111111111112,17.3109270801265,VFR Diurna,Terra,700,18,100.0
SNQN,Privado,Fazenda Estrela,Canarana,MT,-13.15638888888889,-52.571111111111115,3.8043269001993316,VFR Diurna,Asfalto,1000,18,70.0
SNET,Privado,Fazenda Estrela,Sidrolândia,MS,-21.273888888888887,-55.21611111111111,10.488545456948216,VFR Diurna,Grama,1200,25,60.0
SWGD,Privado,Fazenda Estrela,Baixa Grande do Ribeiro,PI,-8.471388888888889,-45.32888888888889,5.687667735960968,VFR Diurna,Terra,900,20,80.0
SWFJ,Privado,Fazenda Estrela,Antônio João,MS,-22.210277777777776,-55.79694444444444,11.584781610765726,VFR Diurna,Grama,600,18,70.0
SJEJ,Privado,Fazenda Estrela,Alto Alegre,RR,3.368333333333333,-61.219722222222224,20.564968259679002,VFR Diurna,Cascalho,800,20,120.0
SSOJ,Privado,Fazenda Estrela,Inocência,MS,-19.979166666666664,-51.735,7.582874940358113,VFR Diurna,Grama,800,30,90.0
SDQB,Privado,Fazenda Estrela D'Alva,Querência,MT,-13.189166666666667,-52.30694444444444,3.541999439704098,VFR Diurna,Terra,1000,40,80.0
SIWA,Privado,Fazenda Estrela do Aripuanã,Aripuanã,MT,-10.748888888888889,-59.368611111111115,10.835038473357434,VFR Diurna,Grama,1350,23,90.0
SWZY,Privado,Fazenda Estrela do Sangue,Brasnorte,MT,-11.577222222222222,-58.23416666666667,9.570514474122207,VFR Diurna,Cascalho,900,20,170.0
SNQT,Privado,Fazenda Estrela do Sul,Umuarama,PR,-23.795833333333334,-53.47972222222222,11.778433714700988,VFR Diurna,Grama,850,30,140.0
SITX,Privado,Fazenda Estrela do Sul,Rio Brilhante,MS,-21.790277777777778,-54.08388888888889,10.271630763123772,VFR Diurna,Grama,800,18,30.0
SNUG,Privado,Fazenda Eunice,Vila Bela da Santíssima Trindade,MT,-14.955555555555556,-59.62277777777778,11.027555623287116,VFR Diurna,Terra,800,18,110.0
SWEF,Privado,Fazenda Europa,Cocalinho,MT,-14.813055555555556,-51.156666666666666,2.9972234193180567,VFR Diurna,Asfalto,800,18,100.0
SSEC,Privado,Fazenda F5,Tupaciguara,MG,-18.36416666666667,-48.87222222222222,5.36514057695545,VFR Diurna/Noturna,Asfalto,1200,18,70.0
SDQX,Privado,Fazenda Falcão,Primavera do Leste,MT,-15.399444444444445,-54.18111111111111,5.919244639205695,VFR Diurna,Terra,840,20,50.0
SJFG,Privado,Fazenda Fartura,Campo Verde,MT,-15.121666666666668,-54.940555555555555,6.525122627862403,VFR Diurna,Cascalho,1199,20,10.0
SIWZ,Privado,Fazenda Fazendinha,Aquidauana,MS,-19.480555555555554,-56.48416666666667,10.075017005928725,VFR Diurna,Grama,900,24,50.0
SWIH,Privado,Fazenda Felicidade,Novo São Joaquim,MT,-14.902222222222223,-52.734722222222224,4.397439218692938,VFR Diurna,Asfalto,1200,19,10.0
SWEW,Privado,Fazenda Felicidade,Porto Esperidião,MT,-15.840555555555556,-58.63527777777778,10.266083064972422,VFR Diurna,Grama,1500,30,170.0
SNYX,Privado,Fazenda Fenix,Carangola,MG,-20.779444444444444,-41.995,10.316025439295775,VFR Diurna,Cascalho,702,25,120.0
SDFK,Privado,Fazenda Figueira,Marabá Paulista,SP,-22.06888888888889,-52.15888888888889,9.68139006446114,VFR Diurna,Grama,1200,40,110.0
SITL,Privado,Fazenda Figueira II,Água Clara,MS,-20.16722222222222,-53.07083333333334,8.358602858362586,VFR Diurna,Terra,1100,23,50.0
SIDN,Privado,Fazenda Figueiral,Corumbá,MS,-18.396666666666665,-55.413888888888884,8.55951346041422,VFR Diurna,Grama,550,20,180.0
SJFY,Privado,Fazenda Flamingo,Campo Novo do Parecis,MT,-13.851388888888888,-57.94472222222222,9.214140811549473,VFR Diurna,Cascalho,1000,18,40.0
SNMV,Privado,Fazenda Flávia,Alcinópolis,MS,-18.35,-53.75,7.309097071458279,VFR Diurna,Grama,1000,25,20.0
SWXR,Privado,Fazenda Flights Ranch,Santana,BA,-13.005555555555556,-44.06055555555555,4.709447721283912,VFR Diurna,Saibro,1000,18,30.0
SJWI,Privado,Fazenda Flor,Campo Grande,MS,-21.500833333333333,-53.75527777777778,9.854804000218168,VFR Diurna,Terra,1000,20,80.0
SNVZ,Privado,Fazenda Flor da Serra,Jaborandi,BA,-14.100833333333332,-46.17972222222222,2.814493381379178,VFR Diurna,Terra,1200,20,120.0
SIZF,Privado,Fazenda Flor de Liz,Gaúcha do Norte,MT,-13.061111111111112,-53.00361111111111,4.234052149894316,VFR Diurna,Cascalho,1200,25,10.0
SIUH,Privado,Fazenda Flores,Tamboril,CE,-5.049166666666666,-40.23416666666667,11.66517043977022,VFR Diurna,Cascalho,950,23,100.0
SSJQ,Privado,Fazenda Floresta,Ribeirão Cascalheira,MT,-12.806666666666667,-51.87416666666667,3.1101814211107057,VFR Diurna,Terra,1200,23,120.0
SDQF,Privado,Fazenda Floresta,Santo Antônio da Barra,GO,-17.598055555555554,-50.69444444444444,4.984536218318447,VFR Diurna,Terra,1000,18,140.0
SNHD,Privado,Fazenda Floresta do Lobo,Uberlândia,MG,-19.078055555555554,-48.129444444444445,6.111715860228847,VFR Diurna,Terra,1100,25,120.0
SWVY,Privado,Fazenda Floresta Negra,Sete Quedas,MS,-23.815,-54.69972222222222,12.33393005626009,VFR Diurna,Asfalto,1000,23,120.0
SSNY,Privado,Fazenda Florida,Cáceres,MT,-17.183611111111112,-58.21666666666667,10.331607476096034,VFR Diurna,Grama,1200,20,40.0
SNSJ,Privado,Fazenda Fogliatelli,Sapezal,MT,-13.529722222222222,-58.57333333333334,9.817634647773389,VFR Diurna,Cascalho,800,18,60.0
SDMX,Privado,Fazenda Fontana,Campo Verde,MT,-15.502777777777778,-55.38166666666667,7.069514319672134,VFR Diurna,Cascalho,1060,18,60.0
SSGF,Privado,Fazenda Formosa,Ribas do Rio Pardo,MS,-20.197222222222223,-53.22361111111111,8.463726108816477,VFR Diurna,Asfalto,1050,18,30.0
SJQU,Privado,Fazenda Formosa,Formosa do Rio Preto,BA,-10.702777777777778,-45.38916666666667,4.087452013913973,VFR Diurna,Terra,1500,30,60.0
SNQM,Privado,Fazenda Formoso de Paraúna,Paraúna,GO,-17.149166666666666,-50.59583333333334,4.533128212271179,VFR Diurna,Cascalho,800,20,20.0
SJSX,Privado,Fazenda Forquilha,Matrinchã,GO,-15.216388888888888,-50.836666666666666,3.03042749754902,VFR Diurna,Cascalho,1200,20,110.0
SJQJ,Privado,Fazenda Fortaleza,Jaborandi,SP,-20.59583333333333,-48.37277777777778,7.606212560900787,VFR Diurna,Terra,800,18,100.0
SDPP,Privado,Fazenda Fortaleza,Paranapanema,SP,-23.293333333333337,-48.81361111111111,10.293425719366878,VFR Diurna,Asfalto,960,20,130.0
SDTZ,Privado,Fazenda Fortaleza,Santa Filomena,PI,-8.870555555555557,-45.56111111111111,5.229653843323445,VFR Diurna,Piçarra,1200,18,130.0
SWWI,Privado,Fazenda Fortaleza,Tesouro,MT,-15.678333333333333,-53.5825,5.507597088971237,VFR Diurna,Cascalho,1000,18,90.0
SSWE,Privado,Fazenda Fortaleza,Boa Vista do Incra,RS,-28.9325,-53.42527777777777,16.59867968961,VFR Diurna,Grama,600,20,120.0
SNYF,Privado,Fazenda Fortaleza,Brasilândia,MS,-20.947222222222223,-52.721944444444446,8.875596089354113,VFR Diurna,Terra,1000,23,80.0
SWGF,Privado,Fazenda Fortaleza,Novo Aripuanã,AM,-7.9077777777777785,-61.25,13.478914168451913,VFR Diurna,Cascalho,650,18,80.0
SNJI,Privado,Fazenda Fortaleza de Santa Teresinha,Jequitaí,MG,-17.186666666666667,-44.64944444444444,5.874279178264988,VFR Diurna,Asfalto,1080,18,20.0
SSDP,Privado,Fazenda Fortaleza do Guaporé,Vila Bela da Santíssima Trindade,MT,-14.463888888888889,-60.17472222222222,11.49828942256463,VFR Diurna,Asfalto,1100,20,160.0
SIVR,Privado,Fazenda Fortuna,Jacareacanga,PA,-9.166111111111112,-56.91555555555556,9.002709554405698,VFR Diurna,Terra,900,18,110.0
SSSF,Privado,Fazenda Frances,Acreúna,GO,-17.313333333333333,-50.42472222222222,4.619843079278827,VFR Diurna,Terra,1198,20,30.0
SWFF,Privado,Fazenda Franciosi,Sapezal,MT,-13.418888888888889,-58.47277777777778,9.711815716238277,VFR Diurna,Terra,1000,18,60.0
SNJE,Privado,Fazenda Fresadora,Gonçalves Dias,MA,-5.045277777777778,-44.04694444444444,9.251208538000876,VFR Diurna,Cascalho,1000,30,90.0
SSYY,Privado,Fazenda Fundãozinho,Costa Rica,MS,-18.9525,-53.15472222222222,7.39310795376676,VFR Diurna,Terra,1000,20,100.0
SWUL,Privado,Fazenda Furna Azul,Ananás,TO,-6.215833333333333,-48.42583333333333,6.792890993940324,VFR Diurna,Cascalho,1000,25,160.0
SDNS,Privado,Fazenda Furnas,Chapada dos Guimarães,MT,-14.984444444444444,-55.21277777777778,6.741469071865091,VFR Diurna,Terra,1000,20,20.0
SWKF,Privado,Fazenda Furnas do Sararé,Vila Bela da Santíssima Trindade,MT,-15.044722222222221,-59.42166666666667,10.846146400626681,VFR Diurna,Terra,900,18,170.0
SDFF,Privado,Fazenda Fusão,Lábrea,AM,-9.57,-67.30638888888889,18.851063976341585,VFR Diurna,Grama,600,18,40.0
SJDF,Privado,Fazenda Futura,Brasilândia de Minas,MG,-16.946944444444444,-46.19416666666666,4.71309747497779,VFR Diurna,Terra,1200,23,130.0
SWPA,Privado,Fazenda Futura,Nova Ubiratã,MT,-13.121944444444445,-55.069722222222225,6.300902357971544,VFR Diurna,Cascalho,1050,20,30.0
SSYE,Privado,Fazenda Gabriela,Araputanga,MT,-15.316944444444443,-58.50888888888889,10.01070368899037,VFR Diurna,Grama,600,18,170.0
SJFV,Privado,Fazenda Gaia,Monte Alegre de Minas,MG,-18.76638888888889,-48.75472222222222,5.76640912773236,VFR Diurna,Cascalho,1268,20,10.0
SIGX,Privado,Fazenda Gairova,Juara,MT,-11.200277777777776,-58.237500000000004,9.637040849096808,VFR Diurna,Grama,1000,20,60.0
SDGP,Privado,Fazenda Gaivota,Paranatinga,MT,-14.0125,-53.46666666666667,4.804563874877486,VFR Diurna,Terra,800,23,20.0
SSVW,Privado,Fazenda Galera,Conquista D`Oeste,MT,-14.513055555555555,-59.55694444444444,10.892543668112063,VFR Diurna,Terra,860,20,100.0
SJRH,Privado,Fazenda Galheiro,Campo Verde,MT,-15.308055555555557,-54.599722222222226,6.2699905610616735,VFR Diurna,Grama,1200,25,170.0
SSWG,Privado,Fazenda Galiléia,Baixa Grande do Ribeiro,PI,-9.049166666666666,-45.33083333333334,5.238029342117977,VFR Diurna,Piçarra,1200,18,120.0
SJVG,Privado,Fazenda Gameleira,Vila Bela da Santíssima Trindade,MT,-14.708333333333332,-59.8875,11.247986887784755,VFR Diurna,Cascalho,750,18,180.0
SIPR,Privado,Fazenda GAP São Pedro,Uruguaiana,RS,-30.025555555555556,-56.286944444444444,18.611125590790387,VFR Diurna,Grama,915,18,100.0
SSVV,Privado,Fazenda Garimpinho,Figueirão,MS,-18.719166666666666,-54.30083333333333,7.956065907357866,VFR Diurna,Cascalho,700,18,160.0
SJYZ,Privado,Fazenda Gaúcha,Campo Novo do Parecis,MT,-13.723055555555556,-57.620555555555555,8.880041834270546,VFR Diurna,Cascalho,900,18,110.0
SIKU,Privado,Fazenda Gaúcha do Norte,Gaúcha do Norte,MT,-13.03138888888889,-52.98083333333334,4.2109503230810965,VFR Diurna,Terra,1200,20,20.0
SSQK,Privado,Fazenda Gávea,Cerqueira César,SP,-23.224999999999998,-49.17916666666667,10.23318339330978,VFR Diurna,Terra,600,20,160.0
SSHV,Privado,Fazenda Genipapo,Várzea da Palma,MG,-17.724166666666665,-44.61555555555556,6.291038017403784,VFR Diurna,Terra,1150,30,110.0
SWJD,Privado,Fazenda Genipapo,São Domingos,GO,-13.452222222222222,-46.67944444444444,2.1389080085725576,VFR Diurna,Terra,1100,40,20.0
SSHF,Privado,Fazenda Gerais,Formosa do Rio Preto,BA,-10.67861111111111,-45.833333333333336,3.7433751461171925,VFR Diurna,Terra,1200,18,130.0
SJAH,Privado,Fazenda Gesso Integral,Grajaú,MA,-5.773888888888889,-46.164722222222224,7.681416151303494,VFR Diurna,Piçarra,700,18,60.0
SSEM,Privado,Fazenda Girassol do Prata,Santo Antônio do Leverger,MT,-16.206666666666667,-55.29527777777778,7.270623163682158,VFR Diurna,Grama,700,20,150.0
SNFW,Privado,Fazenda Girua,Rio Verde de Mato Grosso,MS,-18.803055555555556,-54.85194444444445,8.406277535638045,VFR Diurna,Saibro,800,18,130.0
SDCK,Privado,Fazenda Gleba da Barra,Brasilândia de Minas,MG,-17.013333333333332,-46.07194444444445,4.835943364567934,VFR Diurna,Terra,1300,30,80.0
SNSU,Privado,Fazenda Globo,Sapezal,MT,-12.948055555555555,-58.58722222222222,9.817359644313864,VFR Diurna,Cascalho,900,20,50.0
SIGT,Privado,Fazenda Goiabeira,Itaberá,SP,-23.989444444444445,-49.17916666666667,10.99705899586985,VFR Diurna,Terra,700,20,50.0
SIAG,Privado,Fazenda Goiasa,Goiatuba,GO,-18.033611111111114,-49.705555555555556,5.1198149395688235,VFR Diurna,Piçarra,1200,30,60.0
SIYO,Privado,Fazenda Goiás Barreiro,Montividiu,GO,-17.255555555555556,-51.30638888888888,4.954091408330969,VFR Diurna,Terra,800,20,140.0
SIGA,Privado,Fazenda Granja Santiago,Paracatu,MG,-17.16222222222222,-46.66,4.666496954586009,VFR Diurna,Grama,1100,30,80.0
SINS,Privado,Fazenda Grupo Nissey,Cáceres,MT,-16.17,-58.55694444444444,10.287525531372538,VFR Diurna,Cascalho,850,18,50.0
SNXU,Privado,Fazenda Gruta Azul ,Dois Irmãos do Buriti,MS,-20.479166666666664,-55.32555555555556,9.9455136956194,VFR Diurna,Cascalho,1000,18,20.0
SSXM,Privado,Fazenda Guaciara,Jateí,MS,-22.785833333333336,-53.88,11.039684507619674,VFR Diurna,Terra,770,30,90.0
SJOW,Privado,Fazenda Guadalupe,Santo Antônio do Aracanguá,SP,-20.983888888888888,-50.52583333333333,8.174682408789216,VFR Diurna/Noturna,Asfalto,938,18,50.0
SIGY,Privado,Fazenda Guadiana,Martinópolis,SP,-22.074166666666667,-51.038888888888884,9.35352112760579,VFR Diurna,Asfalto,920,18,100.0
